FechaLocal,FechaUTC,TemperaturaAire(C),Precipitacion(mm),HumedadRelativa(%),PresionAtmosferica(hpa),RadiacionSolar(W/m2),DireccionViento(grados),RapidezViento(km/h),DireccionRafaga(grados),RapidezRafaga(km/h)
19/11/2020 15:20,19/11/2020 21:20,28,0,72,1017,226,59,28,115,46
19/11/2020 15:10,19/11/2020 21:10,28,0,73,1017,445,59,27,103,43
19/11/2020 15:00,19/11/2020 21:00,28,0,74,1017,475,60,28,97,53
19/11/2020 14:50,19/11/2020 20:50,28,0,75,1017,359,59,27,94,51
19/11/2020 14:40,19/11/2020 20:40,28,0,74,1017,550,63,27,99,48
19/11/2020 14:30,19/11/2020 20:30,28,0,73,1017,462,62,26,111,49
19/11/2020 14:20,19/11/2020 20:20,28,0,73,1017,580,62,26,112,45
19/11/2020 14:10,19/11/2020 20:10,28,0,75,1017,627,61,29,135,46
19/11/2020 14:00,19/11/2020 20:00,28,0,75,1017,575,60,27,95,48
19/11/2020 13:50,19/11/2020 19:50,28,0,74,1017,668,61,30,94,48
19/11/2020 13:40,19/11/2020 19:40,29,0,73,1017,373,60,28,97,49
19/11/2020 13:30,19/11/2020 19:30,29,0,72,1017,759,59,26,112,42
19/11/2020 13:20,19/11/2020 19:20,29,0,73,1018,744,57,28,100,44
19/11/2020 13:10,19/11/2020 19:10,29,0,74,1018,738,61,24,100,45
19/11/2020 13:00,19/11/2020 19:00,29,0,75,1018,581,54,26,104,45
19/11/2020 12:50,19/11/2020 18:50,29,0,76,1018,668,58,23,93,44
19/11/2020 12:40,19/11/2020 18:40,29,0,75,1018,381,54,27,94,45
19/11/2020 12:30,19/11/2020 18:30,29,0,74,1018,986,59,26,128,43
19/11/2020 12:20,19/11/2020 18:20,29,0,76,1018,782,55,26,87,42
19/11/2020 12:10,19/11/2020 18:10,28,0,78,1018,447,59,26,105,45
19/11/2020 12:00,19/11/2020 18:00,28,0,76,1019,814,60,26,98,41
19/11/2020 11:50,19/11/2020 17:50,29,0,72,1019,771,62,23,95,41
19/11/2020 11:40,19/11/2020 17:40,29,0,72,1019,747,58,27,124,45
19/11/2020 11:30,19/11/2020 17:30,29,0,73,1019,679,58,28,96,46
19/11/2020 11:20,19/11/2020 17:20,29,0,73,1019,816,61,26,96,44
19/11/2020 11:10,19/11/2020 17:10,29,0,73,1019,870,58,27,97,42
19/11/2020 11:00,19/11/2020 17:00,29,0,73,1020,832,61,26,108,48
19/11/2020 10:50,19/11/2020 16:50,28,0,76,1020,449,61,24,94,39
19/11/2020 10:40,19/11/2020 16:40,29,0,77,1020,349,65,20,143,33
19/11/2020 10:30,19/11/2020 16:30,28,0,76,1020,474,67,19,129,40
19/11/2020 10:20,19/11/2020 16:20,28,0,77,1020,387,63,22,117,45
19/11/2020 10:10,19/11/2020 16:10,28,0,77,1020,353,63,21,109,34
19/11/2020 10:00,19/11/2020 16:00,28,0,77,1020,229,62,23,102,40
19/11/2020 09:50,19/11/2020 15:50,28,0,78,1020,704,64,19,107,33
19/11/2020 09:40,19/11/2020 15:40,28,0,77,1020,665,63,23,112,41
19/11/2020 09:30,19/11/2020 15:30,28,0,77,1020,578,67,22,95,42
19/11/2020 09:20,19/11/2020 15:20,28,0,79,1020,524,60,23,104,41
19/11/2020 09:10,19/11/2020 15:10,28,0,76,1020,350,63,21,109,34
19/11/2020 09:00,19/11/2020 15:00,27,0,79,1020,429,67,21,125,37
19/11/2020 08:50,19/11/2020 14:50,28,0,77,1020,328,64,19,101,38
19/11/2020 08:40,19/11/2020 14:40,28,0,78,1020,557,71,21,100,37
19/11/2020 08:30,19/11/2020 14:30,28,0,78,1020,459,68,21,106,35
19/11/2020 08:20,19/11/2020 14:20,27,0,82,1020,512,70,19,125,33
19/11/2020 08:10,19/11/2020 14:10,26,0,84,1020,196,68,17,114,32
19/11/2020 08:00,19/11/2020 14:00,27,0,84,1019,183,67,17,110,32
19/11/2020 07:50,19/11/2020 13:50,27,0,83,1019,292,66,21,99,33
19/11/2020 07:40,19/11/2020 13:40,26,0,84,1019,163,62,18,112,37
19/11/2020 07:30,19/11/2020 13:30,26,0,85,1019,108,64,20,121,34
19/11/2020 07:20,19/11/2020 13:20,26,0,86,1019,89,63,19,116,34
19/11/2020 07:10,19/11/2020 13:10,26,0,88,1019,77,64,17,190,28
19/11/2020 07:00,19/11/2020 13:00,25,0,88,1019,54,61,20,106,34
19/11/2020 06:50,19/11/2020 12:50,25,0,87,1019,42,59,18,106,31
19/11/2020 06:40,19/11/2020 12:40,25,0,87,1019,30,57,21,97,35
19/11/2020 06:30,19/11/2020 12:30,25,0,87,1019,18,57,19,93,34
19/11/2020 06:20,19/11/2020 12:20,25,0,87,1019,5,61,19,112,34
19/11/2020 06:10,19/11/2020 12:10,25,0,87,1019,1,60,18,105,35
19/11/2020 06:00,19/11/2020 12:00,25,0,89,1019,,55,21,96,34
19/11/2020 05:50,19/11/2020 11:50,25,0,89,1019,,56,21,114,35
19/11/2020 05:40,19/11/2020 11:40,25,0,91,1018,0,55,20,84,33
19/11/2020 05:30,19/11/2020 11:30,25,0,91,1018,,64,18,133,33
19/11/2020 05:20,19/11/2020 11:20,24,0,92,1018,,64,15,100,24
19/11/2020 05:10,19/11/2020 11:10,24,0,93,1018,,64,14,109,24
19/11/2020 05:00,19/11/2020 11:00,24,0,94,1018,,62,15,153,26
19/11/2020 04:50,19/11/2020 10:50,24,0,94,1018,,65,15,101,30
19/11/2020 04:40,19/11/2020 10:40,24,0,92,1018,,61,21,102,39
19/11/2020 04:30,19/11/2020 10:30,25,0,91,1018,,50,21,97,46
19/11/2020 04:20,19/11/2020 10:20,25,0,92,1018,0,45,16,79,26
19/11/2020 04:10,19/11/2020 10:10,24,0,92,1018,,49,18,82,28
19/11/2020 04:00,19/11/2020 10:00,24,0,91,1018,0,50,21,99,33
19/11/2020 03:50,19/11/2020 09:50,24,0,93,1018,0,54,20,92,30
19/11/2020 03:40,19/11/2020 09:40,24,0,95,1018,0,58,19,91,33
19/11/2020 03:30,19/11/2020 09:30,24,0,96,1018,0,55,18,92,32
19/11/2020 03:20,19/11/2020 09:20,24,0,97,1018,1,61,17,108,29
19/11/2020 03:10,19/11/2020 09:10,23,0,97,1018,0,63,16,92,28
19/11/2020 03:00,19/11/2020 09:00,23,0,97,1018,0,68,17,111,31
19/11/2020 02:50,19/11/2020 08:50,23,0,97,1018,,68,18,118,31
19/11/2020 02:40,19/11/2020 08:40,23,0,96,1018,0,69,19,165,35
19/11/2020 02:30,19/11/2020 08:30,24,0,95,1018,0,69,19,145,35
19/11/2020 02:20,19/11/2020 08:20,24,0,93,1018,,68,22,95,36
19/11/2020 02:10,19/11/2020 08:10,25,0,87,1018,2,62,26,88,45
19/11/2020 02:00,19/11/2020 08:00,26,0,80,1018,0,39,23,63,39
19/11/2020 01:50,19/11/2020 07:50,26,0,80,1018,0,44,25,67,41
19/11/2020 01:40,19/11/2020 07:40,26,0,79,1018,0,41,25,66,45
19/11/2020 01:30,19/11/2020 07:30,26,0,79,1018,0,42,27,69,40
19/11/2020 01:20,19/11/2020 07:20,26,0,78,1018,0,47,28,86,41
19/11/2020 01:10,19/11/2020 07:10,26,0,78,1018,,47,24,86,39
19/11/2020 01:00,19/11/2020 07:00,26,0,80,1018,,45,23,74,37
19/11/2020 00:50,19/11/2020 06:50,26,0,79,1018,0,45,23,72,38
19/11/2020 00:40,19/11/2020 06:40,26,0,79,1018,0,42,25,85,41
19/11/2020 00:30,19/11/2020 06:30,26,0,78,1018,0,44,25,66,42
19/11/2020 00:20,19/11/2020 06:20,26,0,79,1019,,45,25,80,39
19/11/2020 00:10,19/11/2020 06:10,26,0,78,1019,,42,24,66,38
19/11/2020 00:00,19/11/2020 06:00,26,0,79,1019,,46,23,70,35
18/11/2020 23:50,19/11/2020 05:50,26,0,78,1019,0,45,26,68,39
18/11/2020 23:40,19/11/2020 05:40,26,0,78,1019,,43,24,65,39
18/11/2020 23:30,19/11/2020 05:30,26,0,78,1019,,48,25,72,42
18/11/2020 23:20,19/11/2020 05:20,26,0,80,1019,0,46,23,78,37
18/11/2020 23:10,19/11/2020 05:10,26,0,81,1019,0,45,24,99,41
18/11/2020 23:00,19/11/2020 05:00,26,0,81,1019,0,41,22,66,36
18/11/2020 22:50,19/11/2020 04:50,26,0,80,1019,,41,24,71,37
18/11/2020 22:40,19/11/2020 04:40,26,0,83,1019,,36,21,59,35
18/11/2020 22:30,19/11/2020 04:30,26,0,81,1019,0,41,26,82,41
18/11/2020 22:20,19/11/2020 04:20,26,0,80,1019,,39,23,63,39
18/11/2020 22:10,19/11/2020 04:10,26,0,79,1020,0,36,24,66,39
18/11/2020 22:00,19/11/2020 04:00,26,0,80,1019,0,38,25,62,37
18/11/2020 21:50,19/11/2020 03:50,26,0,79,1019,0,37,24,73,44
18/11/2020 21:40,19/11/2020 03:40,26,0,80,1020,,42,26,70,43
18/11/2020 21:30,19/11/2020 03:30,26,0,79,1020,,37,23,60,35
18/11/2020 21:20,19/11/2020 03:20,26,0,78,1020,0,41,25,67,42
18/11/2020 21:10,19/11/2020 03:10,26,0,78,1019,,42,25,69,40
18/11/2020 21:00,19/11/2020 03:00,26,0,78,1019,,40,26,71,44
18/11/2020 20:50,19/11/2020 02:50,26,0,78,1019,,39,25,71,41
18/11/2020 20:40,19/11/2020 02:40,26,0,77,1019,,35,27,63,40
18/11/2020 20:30,19/11/2020 02:30,26,0,77,1019,,41,26,67,40
18/11/2020 20:20,19/11/2020 02:20,26,0,78,1019,0,43,25,71,45
18/11/2020 20:10,19/11/2020 02:10,26,0,78,1019,,42,25,70,41
18/11/2020 20:00,19/11/2020 02:00,26,0,78,1019,0,45,26,70,39
18/11/2020 19:50,19/11/2020 01:50,26,0,78,1019,0,42,27,76,45
18/11/2020 19:40,19/11/2020 01:40,26,0,78,1019,0,44,28,75,41
18/11/2020 19:30,19/11/2020 01:30,26,0,78,1019,,46,27,77,44
18/11/2020 19:20,19/11/2020 01:20,26,0,78,1018,0,44,29,86,46
18/11/2020 19:10,19/11/2020 01:10,26,0,78,1018,0,45,29,68,45
18/11/2020 19:00,19/11/2020 01:00,26,0,78,1018,0,42,27,66,41
18/11/2020 18:50,19/11/2020 00:50,26,0,79,1018,,41,28,63,44
18/11/2020 18:40,19/11/2020 00:40,26,0,79,1018,,43,29,69,42
18/11/2020 18:30,19/11/2020 00:30,26,0,79,1018,,42,27,78,44
18/11/2020 18:20,19/11/2020 00:20,26,0,78,1018,0,41,26,80,47
18/11/2020 18:10,19/11/2020 00:10,26,0,79,1018,0,37,25,67,39
18/11/2020 18:00,19/11/2020 00:00,26,0,78,1018,0,39,27,73,44
18/11/2020 17:50,18/11/2020 23:50,26,0,79,1018,,37,26,72,43
18/11/2020 17:40,18/11/2020 23:40,26,0,78,1017,,37,28,63,40
18/11/2020 17:30,18/11/2020 23:30,26,0,77,1017,0,37,30,63,45
18/11/2020 17:20,18/11/2020 23:20,26,0,77,1017,2,43,29,66,46
18/11/2020 17:10,18/11/2020 23:10,26,0,76,1017,5,40,28,69,44
18/11/2020 17:00,18/11/2020 23:00,26,0,76,1017,10,40,28,65,47
18/11/2020 16:50,18/11/2020 22:50,26,0,75,1017,14,40,27,70,42
18/11/2020 16:40,18/11/2020 22:40,26,0,75,1017,25,39,27,65,45
18/11/2020 16:30,18/11/2020 22:30,26,0,74,1017,35,45,26,71,40
18/11/2020 16:20,18/11/2020 22:20,26,0,73,1017,58,40,26,79,39
18/11/2020 16:10,18/11/2020 22:10,26,0,73,1017,55,40,28,67,44
18/11/2020 16:00,18/11/2020 22:00,26,0,73,1017,47,41,24,72,35
18/11/2020 15:50,18/11/2020 21:50,26,0,73,1017,76,42,25,69,43
18/11/2020 15:40,18/11/2020 21:40,27,0,70,1017,151,44,27,68,41
18/11/2020 15:30,18/11/2020 21:30,27,0,71,1017,181,42,28,64,43
18/11/2020 15:20,18/11/2020 21:20,27,0,71,1017,235,45,27,75,46
18/11/2020 15:10,18/11/2020 21:10,27,0,72,1017,236,43,28,77,42
18/11/2020 15:00,18/11/2020 21:00,26,0,72,1017,238,41,27,98,48
18/11/2020 14:50,18/11/2020 20:50,26,0,73,1017,123,39,28,66,42
18/11/2020 14:40,18/11/2020 20:40,26,0,72,1017,131,39,30,76,44
18/11/2020 14:30,18/11/2020 20:30,26,0,72,1017,86,41,28,64,45
18/11/2020 14:20,18/11/2020 20:20,26,0,72,1017,78,39,28,79,40
18/11/2020 14:10,18/11/2020 20:10,27,0,72,1017,96,40,29,63,46
18/11/2020 14:00,18/11/2020 20:00,27,0,71,1017,309,39,28,71,43
18/11/2020 13:50,18/11/2020 19:50,27,0,71,1017,277,42,28,66,43
18/11/2020 13:40,18/11/2020 19:40,27,0,71,1017,269,44,27,83,42
18/11/2020 13:30,18/11/2020 19:30,27,0,70,1017,440,48,27,86,40
18/11/2020 13:20,18/11/2020 19:20,27,0,70,1017,253,46,27,73,50
18/11/2020 13:10,18/11/2020 19:10,27,0,70,1017,360,46,26,81,45
18/11/2020 13:00,18/11/2020 19:00,28,0,69,1018,406,42,28,69,49
18/11/2020 12:50,18/11/2020 18:50,28,0,71,1018,468,45,26,72,43
18/11/2020 12:40,18/11/2020 18:40,27,0,72,1018,335,40,26,70,48
18/11/2020 12:30,18/11/2020 18:30,27,0,70,1018,278,40,29,61,48
18/11/2020 12:20,18/11/2020 18:20,27,0,70,1018,371,40,28,74,44
18/11/2020 12:10,18/11/2020 18:10,27,0,69,1018,327,41,27,81,44
18/11/2020 12:00,18/11/2020 18:00,28,0,68,1018,284,42,28,73,48
18/11/2020 11:50,18/11/2020 17:50,27,0,67,1019,345,44,28,108,43
18/11/2020 11:40,18/11/2020 17:40,28,0,66,1019,302,44,30,80,44
18/11/2020 11:30,18/11/2020 17:30,28,0,68,1019,369,41,29,67,50
18/11/2020 11:20,18/11/2020 17:20,28,0,67,1019,534,39,26,66,40
18/11/2020 11:10,18/11/2020 17:10,28,0,68,1019,320,41,27,70,41
18/11/2020 11:00,18/11/2020 17:00,28,0,67,1019,419,41,27,74,44
18/11/2020 10:50,18/11/2020 16:50,28,0,65,1019,478,45,28,71,48
18/11/2020 10:40,18/11/2020 16:40,28,0,63,1020,516,44,29,66,44
18/11/2020 10:30,18/11/2020 16:30,28,0,63,1019,690,42,28,83,42
18/11/2020 10:20,18/11/2020 16:20,28,0,65,1020,724,39,26,67,47
18/11/2020 10:10,18/11/2020 16:10,27,0,69,1020,593,39,24,75,42
18/11/2020 10:00,18/11/2020 16:00,27,0,68,1020,288,47,28,85,48
18/11/2020 09:50,18/11/2020 15:50,27,0,69,1020,316,44,30,73,45
18/11/2020 09:40,18/11/2020 15:40,27,0,68,1020,257,44,29,80,46
18/11/2020 09:30,18/11/2020 15:30,27,0,69,1020,249,40,27,68,48
18/11/2020 09:20,18/11/2020 15:20,27,0,70,1020,219,46,26,83,44
18/11/2020 09:10,18/11/2020 15:10,27,0,69,1020,204,46,30,81,44
18/11/2020 09:00,18/11/2020 15:00,27,0,68,1020,188,49,30,86,47
18/11/2020 08:50,18/11/2020 14:50,27,0,68,1020,250,45,29,76,48
18/11/2020 08:40,18/11/2020 14:40,27,0,69,1020,423,40,29,70,49
18/11/2020 08:30,18/11/2020 14:30,27,0,67,1020,207,46,30,78,52
18/11/2020 08:20,18/11/2020 14:20,27,0,67,1019,331,45,31,74,48
18/11/2020 08:10,18/11/2020 14:10,26,0,68,1019,208,43,26,67,42
18/11/2020 08:00,18/11/2020 14:00,26,0,69,1019,225,43,29,71,50
18/11/2020 07:50,18/11/2020 13:50,26,0,70,1019,182,40,27,74,46
18/11/2020 07:40,18/11/2020 13:40,26,0,69,1019,165,41,31,69,48
18/11/2020 07:30,18/11/2020 13:30,26,0,71,1019,182,44,27,67,44
18/11/2020 07:20,18/11/2020 13:20,26,0,70,1019,166,44,32,73,49
18/11/2020 07:10,18/11/2020 13:10,26,0,69,1019,77,43,28,73,44
18/11/2020 07:00,18/11/2020 13:00,26,0,71,1019,64,43,27,69,43
18/11/2020 06:50,18/11/2020 12:50,26,0,70,1018,51,40,27,66,41
18/11/2020 06:40,18/11/2020 12:40,26,0,69,1018,34,41,29,66,45
18/11/2020 06:30,18/11/2020 12:30,25,0,70,1018,20,47,28,71,44
18/11/2020 06:20,18/11/2020 12:20,25,0,71,1018,6,46,26,75,44
18/11/2020 06:10,18/11/2020 12:10,25,0,71,1018,0,43,27,68,41
18/11/2020 06:00,18/11/2020 12:00,25,0,69,1018,,47,26,90,43
18/11/2020 05:50,18/11/2020 11:50,25,0,69,1018,,48,28,79,46
18/11/2020 05:40,18/11/2020 11:40,25,0,69,1018,,47,24,92,40
18/11/2020 05:30,18/11/2020 11:30,26,0,69,1018,,48,27,84,51
18/11/2020 05:20,18/11/2020 11:20,26,0,69,1018,,42,24,86,45
18/11/2020 05:10,18/11/2020 11:10,26,0,68,1018,,43,28,74,46
18/11/2020 05:00,18/11/2020 11:00,26,0,69,1018,,48,26,78,41
18/11/2020 04:50,18/11/2020 10:50,26,0,69,1018,,48,26,85,42
18/11/2020 04:40,18/11/2020 10:40,26,0,67,1018,,46,26,105,48
18/11/2020 04:30,18/11/2020 10:30,25,0,66,1018,,51,26,86,40
18/11/2020 04:20,18/11/2020 10:20,26,0,68,1018,,47,28,83,44
18/11/2020 04:10,18/11/2020 10:10,26,0,66,1018,,47,27,67,41
18/11/2020 04:00,18/11/2020 10:00,26,0,66,1018,,47,29,80,48
18/11/2020 03:50,18/11/2020 09:50,26,0,67,1018,,46,28,70,44
18/11/2020 03:40,18/11/2020 09:40,26,0,68,1017,,50,29,89,47
18/11/2020 03:30,18/11/2020 09:30,26,0,66,1018,,45,27,85,44
18/11/2020 03:20,18/11/2020 09:20,26,0,69,1018,,47,29,72,48
18/11/2020 03:10,18/11/2020 09:10,26,0,69,1018,,46,29,70,44
18/11/2020 03:00,18/11/2020 09:00,25,0,70,1017,,47,26,94,41
18/11/2020 02:50,18/11/2020 08:50,26,0,70,1018,,47,26,70,45
18/11/2020 02:40,18/11/2020 08:40,26,0,69,1018,,49,27,88,41
18/11/2020 02:30,18/11/2020 08:30,26,0,71,1018,,50,26,85,47
18/11/2020 02:20,18/11/2020 08:20,26,0,74,1018,,50,24,90,40
18/11/2020 02:10,18/11/2020 08:10,26,0,73,1018,,49,27,87,46
18/11/2020 02:00,18/11/2020 08:00,26,0,73,1018,,50,28,76,48
18/11/2020 01:50,18/11/2020 07:50,26,0,75,1018,,51,26,75,44
18/11/2020 01:40,18/11/2020 07:40,26,0,76,,,49,27,97,50
18/11/2020 01:30,18/11/2020 07:30,26,0,77,1018,,48,25,93,42
18/11/2020 01:20,18/11/2020 07:20,26,0,77,1018,,47,29,75,45
18/11/2020 01:10,18/11/2020 07:10,26,0,79,1018,,43,29,79,48
18/11/2020 01:00,18/11/2020 07:00,26,0,80,1018,,47,27,83,50
18/11/2020 00:50,18/11/2020 06:50,26,0,80,1018,,49,30,71,43
18/11/2020 00:40,18/11/2020 06:40,26,0,80,1018,0,50,28,86,47
18/11/2020 00:30,18/11/2020 06:30,26,0,81,1018,,49,29,89,46
18/11/2020 00:20,18/11/2020 06:20,26,0,82,1018,,48,27,81,46
18/11/2020 00:10,18/11/2020 06:10,26,0,81,1018,,45,28,76,44
18/11/2020 00:00,18/11/2020 06:00,26,0,81,1018,,48,28,79,47
17/11/2020 23:50,18/11/2020 05:50,26,0,81,1018,,49,26,83,49
17/11/2020 23:40,18/11/2020 05:40,26,0,82,1018,,48,28,93,45
17/11/2020 23:30,18/11/2020 05:30,26,0,81,1018,,51,28,85,48
17/11/2020 23:20,18/11/2020 05:20,26,0,80,1018,,50,30,87,48
17/11/2020 23:10,18/11/2020 05:10,26,0,81,1018,,47,30,77,49
17/11/2020 23:00,18/11/2020 05:00,26,0,81,1018,0,44,32,74,51
17/11/2020 22:50,18/11/2020 04:50,26,0,82,1019,0,45,30,73,53
17/11/2020 22:40,18/11/2020 04:40,26,0,84,1019,0,45,30,69,51
17/11/2020 22:30,18/11/2020 04:30,26,0,84,1018,,41,27,75,43
17/11/2020 22:20,18/11/2020 04:20,26,0,86,1019,,41,25,69,40
17/11/2020 22:10,18/11/2020 04:10,26,0,86,1019,0,41,24,77,36
17/11/2020 22:00,18/11/2020 04:00,26,0,86,1019,0,45,25,78,41
17/11/2020 21:50,18/11/2020 03:50,26,0,87,1019,0,46,30,79,48
17/11/2020 21:40,18/11/2020 03:40,26,0,87,1019,,48,30,91,48
17/11/2020 21:30,18/11/2020 03:30,26,0,87,1019,,50,27,77,45
17/11/2020 21:20,18/11/2020 03:20,26,0,87,1019,,50,29,80,51
17/11/2020 21:10,18/11/2020 03:10,26,0,86,1019,,48,28,80,47
17/11/2020 21:00,18/11/2020 03:00,26,0,86,1019,0,49,29,73,46
17/11/2020 20:50,18/11/2020 02:50,26,0,84,1019,,45,33,71,52
17/11/2020 20:40,18/11/2020 02:40,26,0,85,1019,,46,34,69,57
17/11/2020 20:30,18/11/2020 02:30,26,0,86,1018,,42,34,77,53
17/11/2020 20:20,18/11/2020 02:20,26,0,86,1019,0,42,33,69,58
17/11/2020 20:10,18/11/2020 02:10,26,0,88,1018,1,43,34,74,53
17/11/2020 20:00,18/11/2020 02:00,26,0,90,1018,2,42,32,68,56
17/11/2020 19:50,18/11/2020 01:50,25,0,94,1018,3,45,31,79,47
17/11/2020 19:40,18/11/2020 01:40,25,0,97,1018,2,38,28,59,49
17/11/2020 19:30,18/11/2020 01:30,25,2,98,1018,0,46,27,76,47
17/11/2020 19:20,18/11/2020 01:20,26,1,87,1018,3,57,30,95,45
17/11/2020 19:10,18/11/2020 01:10,27,0,83,1017,0,35,29,62,47
17/11/2020 19:00,18/11/2020 01:00,27,0,85,1018,0,38,30,60,41
17/11/2020 18:50,18/11/2020 00:50,27,0,86,1017,0,40,29,63,47
17/11/2020 18:40,18/11/2020 00:40,26,0,92,1017,0,55,19,97,34
17/11/2020 18:30,18/11/2020 00:30,25,0,91,1017,,69,23,105,42
17/11/2020 18:20,18/11/2020 00:20,25,0,85,,0,58,29,98,50
17/11/2020 18:10,18/11/2020 00:10,27,0,86,1017,0,42,29,68,45
17/11/2020 18:00,18/11/2020 00:00,26,0,86,1017,1,41,26,72,43
17/11/2020 17:50,17/11/2020 23:50,26,0,88,1017,2,39,27,61,45
17/11/2020 17:40,17/11/2020 23:40,26,0,89,1017,3,39,28,64,50
17/11/2020 17:30,17/11/2020 23:30,26,0,92,1017,5,40,27,62,46
17/11/2020 17:20,17/11/2020 23:20,25,0,96,1017,3,40,25,68,36
17/11/2020 17:10,17/11/2020 23:10,24,1,100,1017,3,48,26,89,46
17/11/2020 17:00,17/11/2020 23:00,24,3,100,1017,5,75,24,98,42
17/11/2020 16:50,17/11/2020 22:50,24,8,100,1017,4,69,28,91,46
17/11/2020 16:40,17/11/2020 22:40,24,6,100,1017,5,64,27,103,48
17/11/2020 16:30,17/11/2020 22:30,24,5,97,1016,17,42,32,81,49
17/11/2020 16:20,17/11/2020 22:20,25,0,99,1016,18,51,24,99,37
17/11/2020 16:10,17/11/2020 22:10,25,6,98,1016,37,48,27,111,46
17/11/2020 16:00,17/11/2020 22:00,26,0,86,1016,20,38,28,67,49
17/11/2020 15:50,17/11/2020 21:50,27,0,84,1016,182,40,27,73,40
17/11/2020 15:40,17/11/2020 21:40,27,0,77,1016,391,38,30,69,48
17/11/2020 15:30,17/11/2020 21:30,27,0,80,1016,124,37,28,83,42
17/11/2020 15:20,17/11/2020 21:20,27,0,82,1016,82,29,24,64,41
17/11/2020 15:10,17/11/2020 21:10,28,0,82,1016,178,28,21,58,38
17/11/2020 15:00,17/11/2020 21:00,28,0,79,1016,399,32,25,60,45
17/11/2020 14:50,17/11/2020 20:50,28,0,78,1016,204,30,26,65,43
17/11/2020 14:40,17/11/2020 20:40,28,0,77,1016,230,35,27,58,41
17/11/2020 14:30,17/11/2020 20:30,29,0,75,1016,390,34,29,62,51
17/11/2020 14:20,17/11/2020 20:20,29,0,75,1016,385,29,27,56,45
17/11/2020 14:10,17/11/2020 20:10,28,0,76,1016,399,36,27,64,46
17/11/2020 14:00,17/11/2020 20:00,29,0,73,1016,563,36,27,65,48
17/11/2020 13:50,17/11/2020 19:50,28,0,77,1016,350,36,27,79,41
17/11/2020 13:40,17/11/2020 19:40,29,0,76,1016,431,36,27,65,43
17/11/2020 13:30,17/11/2020 19:30,29,0,75,1016,358,37,29,62,43
17/11/2020 13:20,17/11/2020 19:20,29,0,75,1016,445,38,31,66,48
17/11/2020 13:10,17/11/2020 19:10,29,0,75,1016,451,39,27,77,43
17/11/2020 13:00,17/11/2020 19:00,29,0,75,1017,389,40,29,70,44
17/11/2020 12:50,17/11/2020 18:50,30,0,73,1017,680,38,27,68,46
17/11/2020 12:40,17/11/2020 18:40,29,0,76,1017,808,37,28,61,43
17/11/2020 12:30,17/11/2020 18:30,29,0,72,1017,295,40,29,89,48
17/11/2020 12:20,17/11/2020 18:20,29,0,73,1017,669,40,28,66,42
17/11/2020 12:10,17/11/2020 18:10,29,0,73,1017,685,40,30,68,44
17/11/2020 12:00,17/11/2020 18:00,29,0,72,1018,560,42,27,75,44
17/11/2020 11:50,17/11/2020 17:50,30,0,72,1018,666,35,26,69,39
17/11/2020 11:40,17/11/2020 17:40,30,0,74,1018,860,31,24,64,41
17/11/2020 11:30,17/11/2020 17:30,29,0,73,1018,830,33,24,60,41
17/11/2020 11:20,17/11/2020 17:20,29,0,75,1018,519,36,25,65,41
17/11/2020 11:10,17/11/2020 17:10,29,0,73,1018,267,40,24,75,45
17/11/2020 11:00,17/11/2020 17:00,29,0,73,1018,666,36,25,67,44
17/11/2020 10:50,17/11/2020 16:50,29,0,72,1018,346,36,25,72,42
17/11/2020 10:40,17/11/2020 16:40,29,0,71,1018,538,36,24,63,40
17/11/2020 10:30,17/11/2020 16:30,29,0,71,1018,552,33,26,63,41
17/11/2020 10:20,17/11/2020 16:20,30,0,72,1018,739,35,21,67,35
17/11/2020 10:10,17/11/2020 16:10,30,0,69,1019,446,36,23,62,39
17/11/2020 10:00,17/11/2020 16:00,29,0,72,1019,462,37,25,63,42
17/11/2020 09:50,17/11/2020 15:50,29,0,71,1019,563,37,25,70,41
17/11/2020 09:40,17/11/2020 15:40,29,0,72,1019,448,37,24,73,39
17/11/2020 09:30,17/11/2020 15:30,29,0,69,1019,521,33,22,73,35
17/11/2020 09:20,17/11/2020 15:20,29,0,71,1019,486,42,23,83,42
17/11/2020 09:10,17/11/2020 15:10,28,0,71,1019,256,40,21,82,32
17/11/2020 09:00,17/11/2020 15:00,29,0,68,1019,629,44,22,69,36
17/11/2020 08:50,17/11/2020 14:50,28,0,71,1018,259,43,25,92,39
17/11/2020 08:40,17/11/2020 14:40,29,0,71,1019,514,46,26,79,35
17/11/2020 08:30,17/11/2020 14:30,28,0,69,1018,232,41,24,72,40
17/11/2020 08:20,17/11/2020 14:20,28,0,70,1018,309,43,22,83,36
17/11/2020 08:10,17/11/2020 14:10,28,0,69,1018,375,42,21,84,37
17/11/2020 08:00,17/11/2020 14:00,28,0,77,1018,349,37,20,65,33
17/11/2020 07:50,17/11/2020 13:50,28,0,76,1018,289,40,21,71,31
17/11/2020 07:40,17/11/2020 13:40,28,0,73,1018,233,42,23,91,39
17/11/2020 07:30,17/11/2020 13:30,27,0,75,1018,170,40,21,68,34
17/11/2020 07:20,17/11/2020 13:20,28,0,78,1017,152,40,20,87,33
17/11/2020 07:10,17/11/2020 13:10,28,0,78,1017,171,39,21,68,33
17/11/2020 07:00,17/11/2020 13:00,27,0,77,1017,161,39,21,75,35
17/11/2020 06:50,17/11/2020 12:50,27,0,79,1017,95,38,19,62,33
